Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Brooks, Renee","Hoffman, Tina",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - DUMBO,2023-12-23 00:00,2023-12-23 00:00,floral,17.50
"Wilson, Jill","Ellis, Grant",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Bay Ridge,2023-04-17 00:00,2023-04-17 00:00,bakery,13.22
"Roach, Christine","Hoffman, Tina",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - DUMBO,2024-02-07 00:00,2024-02-07 00:00,customer service,13.36
"Brown, Lisa","Moran, John",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Tribeca,2022-11-03 00:00,2022-11-03 00:00,cashier,17.61
"Day, Natasha","Williams, Gina",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Staten Island,2023-08-31 00:00,2023-08-31 00:00,floral,18.33
"Payne, Samantha","Williams, Gina",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - DUMBO,2024-06-13 00:00,2024-06-13 00:00,dairy,17.49
"Horton, Mark","Compton, Jeffrey",mark.horton@abcfoodmart.com,2023-02-14,ABC Foodmart - DUMBO,2023-03-30 00:00,2023-03-30 00:00,dairy,15.23
"Wilson, Jill","Williams, Gina",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Tribeca,2023-05-13 00:00,2023-05-13 00:00,pharmacy,17.17
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Bay Ridge,2023-04-30 00:00,2023-04-30 00:00,frozen foods,13.42
"Myers, Gary","Carter, Karen",gary.myers@abcfoodmart.com,2023-10-13,ABC Foodmart - Whitestone,2023-12-05 00:00,2023-12-05 00:00,bakery,19.94
"Torres, Steven","Flores, Angela",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Bay Ridge,2023-06-08 00:00,2023-06-08 00:00,customer service,13.05
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - DUMBO,2023-09-25 00:00,2023-09-25 00:00,frozen foods,14.02
"Frederick, Evan","Hoffman, Tina",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Bay Ridge,2023-05-01 00:00,2023-05-01 00:00,seafood,19.09
"Terri, Mrs.","Waller, Chad",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Bay Ridge,2023-01-10 00:00,2023-01-10 00:00,floral,16.10
"Nichols, Mitchell","Waller, Chad",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - Bay Ridge,2022-11-06 00:00,2022-11-06 00:00,cashier,14.66
"Johnson, Samantha","Moran, John",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Bay Ridge,2023-04-28 00:00,2023-04-28 00:00,frozen foods,18.00
"Campbell, Brittany","Farrell, Christopher",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Tribeca,2023-08-03 00:00,2023-08-03 00:00,deli,15.69
"Johnson, Samantha","Johnston, William",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - DUMBO,2023-05-15 00:00,2023-05-15 00:00,bakery,19.99
"Walters, Jay","Flores, Angela",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Staten Island,2024-07-03 00:00,2024-07-03 00:00,floral,18.18
"Nichols, Brandon","Williams, Gina",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Whitestone,2024-07-11 00:00,2024-07-11 00:00,pharmacy,18.32
"Kramer, Veronica","Moran, John",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Staten Island,2023-06-23 00:00,2023-06-23 00:00,frozen foods,13.66
"Jacobs, Brenda","Flores, Angela",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Bay Ridge,2024-05-31 00:00,2024-05-31 00:00,seafood,18.30
"Hernandez, Michael","Waller, Chad",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - DUMBO,2022-08-15 00:00,2022-08-15 00:00,deli,17.71
"Nguyen, Richard","Hoffman, Tina",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Bay Ridge,2022-12-09 00:00,2022-12-09 00:00,customer service,15.67
"Harrell, Angie","Johnston, William",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - DUMBO,2023-09-25 00:00,2023-09-25 00:00,meats,13.51
"Nguyen, Richard","Waller, Chad",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Tribeca,2023-01-04 00:00,2023-01-04 00:00,seafood,18.60
"Riley, Ashley","Carter, Karen",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Bay Ridge,2022-12-27 00:00,2022-12-27 00:00,frozen foods,17.27
"Thompson, Andrea","Flores, Angela",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - DUMBO,2023-02-11 00:00,2023-02-11 00:00,dry goods,17.40
"Nichols, Mitchell","Ellis, Grant",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - Tribeca,2022-11-16 00:00,2022-11-16 00:00,deli,14.19
"Tate, Harry","Moran, John",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - DUMBO,2023-02-14 00:00,2023-02-14 00:00,cashier,17.47
"Campbell, Bethany","Carter, Karen",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Bay Ridge,2023-11-30 00:00,2023-11-30 00:00,customer service,14.45
"Hughes, Christopher","Compton, Jeffrey",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - Bay Ridge,2022-12-21 00:00,2022-12-21 00:00,deli,12.33
"Nguyen, Richard","Carter, Karen",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Staten Island,2023-01-05 00:00,2023-01-05 00:00,bakery,13.55
"Tate, Harry","David, Mr.",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Whitestone,2023-02-15 00:00,2023-02-15 00:00,cashier,15.50
"Foster, Jennifer","Farrell, Christopher",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - DUMBO,2023-09-06 00:00,2023-09-06 00:00,cashier,14.65
"Glover, Michelle","Farrell, Christopher",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Whitestone,2022-11-14 00:00,2022-11-14 00:00,cashier,12.40
"Perry, Andrea","Moran, John",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Whitestone,2023-09-09 00:00,2023-09-09 00:00,pharmacy,12.15
"Walls, Kristen","Compton, Jeffrey",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Whitestone,2023-06-02 00:00,2023-06-02 00:00,dairy,13.43
"Harrell, Angie","Carter, Karen",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2023-09-29 00:00,2023-09-29 00:00,dry goods,19.01
"Wilson, Jill","Moran, John",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - DUMBO,2023-06-03 00:00,2023-06-03 00:00,seafood,17.19
"Bradley, Rita","Hoffman, Tina",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Whitestone,2023-12-03 00:00,2023-12-03 00:00,meats,12.66
"Smith, Diana","David, Mr.",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - Whitestone,2023-07-30 00:00,2023-07-30 00:00,cashier,15.27
"Warren, Timothy","Compton, Jeffrey",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Tribeca,2023-03-01 00:00,2023-03-01 00:00,bakery,15.17
"Foster, Jennifer","Waller, Chad",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Staten Island,2023-10-02 00:00,2023-10-02 00:00,cashier,19.57
"Manning, Maria","David, Mr.",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Bay Ridge,2023-01-21 00:00,2023-01-21 00:00,pharmacy,16.40
"Nguyen, Richard","Johnston, William",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Bay Ridge,2023-01-16 00:00,2023-01-16 00:00,deli,18.67
"Eric, Mr.","David, Mr.",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Tribeca,2022-12-22 00:00,2022-12-22 00:00,customer service,13.43
"Bradley, Rita","Compton, Jeffrey",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Bay Ridge,2023-12-05 00:00,2023-12-05 00:00,customer service,14.13
"Terri, Mrs.","Ellis, Grant",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Whitestone,2023-01-18 00:00,2023-01-18 00:00,frozen foods,14.76
"Spears, Erin","Ellis, Grant",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Bay Ridge,2023-11-26 00:00,2023-11-26 00:00,dairy,18.68
"Brooks, Renee","Johnston, William",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Bay Ridge,2023-12-24 00:00,2023-12-24 00:00,frozen foods,14.38
"Thompson, Andrea","Cooper, Robert",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Whitestone,2023-03-07 00:00,2023-03-07 00:00,seafood,15.27
"Wells, Monica","Johnston, William",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Staten Island,2024-06-05 00:00,2024-06-05 00:00,pharmacy,19.12
"Campbell, Bethany","Carter, Karen",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Staten Island,2023-12-11 00:00,2023-12-11 00:00,seafood,18.05
"Campbell, Brittany","Moran, John",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - DUMBO,2023-08-30 00:00,2023-08-30 00:00,deli,14.18
"Bennett, Alec","Compton, Jeffrey",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Tribeca,2023-12-12 00:00,2023-12-12 00:00,floral,15.38
"White, Kenneth","Waller, Chad",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - Bay Ridge,2023-05-27 00:00,2023-05-27 00:00,meats,18.43
"Perry, Andrea","Moran, John",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Staten Island,2023-09-16 00:00,2023-09-16 00:00,bakery,15.11
"Shah, Amanda","Williams, Gina",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Staten Island,2023-12-12 00:00,2023-12-12 00:00,bakery,15.96
"Garcia, Sarah","Farrell, Christopher",sarah.garcia@abcfoodmart.com,2022-12-14,ABC Foodmart - Tribeca,2023-05-13 00:00,2023-05-13 00:00,deli,14.35
"Carroll, Eric","Cooper, Robert",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Tribeca,2023-05-04 00:00,2023-05-04 00:00,bakery,13.56
"Horton, Ashley","Williams, Gina",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - DUMBO,2024-05-27 00:00,2024-05-27 00:00,frozen foods,13.42
"Harrell, Angie","Flores, Angela",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Bay Ridge,2023-10-05 00:00,2023-10-05 00:00,frozen foods,13.48
"Randolph, Emily","Cooper, Robert",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - DUMBO,2023-07-18 00:00,2023-07-18 00:00,fresh produce,13.70
"Campbell, Brittany","Waller, Chad",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - DUMBO,2023-09-10 00:00,2023-09-10 00:00,floral,14.62
"Burns, Kendra","David, Mr.",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Bay Ridge,2023-02-28 00:00,2023-02-28 00:00,fresh produce,17.49
"Gardner, Laura","Hoffman, Tina",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - Whitestone,2023-10-11 00:00,2023-10-11 00:00,deli,19.22
"Randolph, Emily","Flores, Angela",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Bay Ridge,2023-07-31 00:00,2023-07-31 00:00,deli,18.34
"Wood, Joshua","Moran, John",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Whitestone,2023-02-20 00:00,2023-02-20 00:00,dry goods,18.61
"Dodson, Courtney","Williams, Gina",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Staten Island,2023-06-02 00:00,2023-06-02 00:00,bakery,14.66
"Carroll, Eric","Carter, Karen",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - DUMBO,2023-05-14 00:00,2023-05-14 00:00,deli,13.42
"White, Kenneth","Johnston, William",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - Staten Island,2023-06-18 00:00,2023-06-18 00:00,cashier,18.14
"Terri, Mrs.","Williams, Gina",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - DUMBO,2023-01-27 00:00,2023-01-27 00:00,dairy,12.14
"Eric, Mr.","Johnston, William",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Whitestone,2023-01-19 00:00,2023-01-19 00:00,bakery,19.48
"Davis, Jennifer","David, Mr.",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - DUMBO,2024-03-19 00:00,2024-03-19 00:00,bakery,12.77
"Foster, Jennifer","Williams, Gina",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - DUMBO,2023-10-25 00:00,2023-10-25 00:00,fresh produce,15.32
"Kerr, Jason","Waller, Chad",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Tribeca,2023-02-16 00:00,2023-02-16 00:00,seafood,15.12
"Pena, Johnathan","Flores, Angela",johnathan.pena@abcfoodmart.com,2023-02-22,ABC Foodmart - DUMBO,2023-05-10 00:00,2023-05-10 00:00,floral,15.63
"Waters, Julie","Cooper, Robert",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Whitestone,2023-09-10 00:00,2023-09-10 00:00,customer service,12.29
"Johnson, Samantha","Flores, Angela",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Whitestone,2023-06-04 00:00,2023-06-04 00:00,deli,16.87
"Davis, Jennifer","Johnston, William",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - Tribeca,2024-04-15 00:00,2024-04-15 00:00,seafood,14.87
"Golden, Laurie","Moran, John",laurie.golden@abcfoodmart.com,2023-12-23,ABC Foodmart - DUMBO,2024-02-09 00:00,2024-02-09 00:00,frozen foods,15.42
"Alvarez, Brenda","Flores, Angela",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Bay Ridge,2024-01-28 00:00,2024-01-28 00:00,seafood,18.59
"Thomas, Robert","Flores, Angela",robert.thomas@abcfoodmart.com,2022-05-18,ABC Foodmart - Staten Island,2022-07-09 00:00,2022-07-09 00:00,fresh produce,14.62
"Hayes, Brandon","Carter, Karen",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Tribeca,2022-10-25 00:00,2022-10-25 00:00,customer service,18.43
"Warren, Timothy","Hoffman, Tina",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Tribeca,2023-03-16 00:00,2023-03-16 00:00,deli,13.36
"Jessica, Ms.","Johnston, William",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Bay Ridge,2022-08-20 00:00,2022-08-20 00:00,dry goods,15.77
"Vasquez, Peter","David, Mr.",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - Whitestone,2023-03-04 00:00,2023-03-04 00:00,floral,13.11
"Carroll, Eric","Farrell, Christopher",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2023-06-07 00:00,2023-06-07 00:00,deli,17.76
"Dodson, Courtney","Moran, John",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Tribeca,2023-06-03 00:00,2023-06-03 00:00,pharmacy,13.14
"Bradley, Rita","Waller, Chad",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Bay Ridge,2023-12-14 00:00,2023-12-14 00:00,floral,17.47
"Hughes, Christopher","David, Mr.",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - DUMBO,2023-01-09 00:00,2023-01-09 00:00,frozen foods,18.75
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Whitestone,2023-07-13 00:00,2023-07-13 00:00,bakery,19.37
"Love, Thomas","Johnston, William",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Whitestone,2024-05-18 00:00,2024-05-18 00:00,bakery,19.46
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Bay Ridge,2024-06-05 00:00,2024-06-05 00:00,fresh produce,18.86
"Hernandez, Michael","Waller, Chad",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2022-09-06 00:00,2022-09-06 00:00,seafood,15.91
"Nichols, Mitchell","Compton, Jeffrey",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - Bay Ridge,2022-12-14 00:00,2022-12-14 00:00,pharmacy,12.18
"Davis, Jennifer","Waller, Chad",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - Bay Ridge,2024-05-02 00:00,2024-05-02 00:00,frozen foods,12.62
"Gardner, Laura","Farrell, Christopher",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - Staten Island,2023-10-27 00:00,2023-10-27 00:00,bakery,14.78
"Herrera, Spencer","Carter, Karen",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - DUMBO,2023-02-15 00:00,2023-02-15 00:00,meats,16.33
"Long, Kirsten","Hoffman, Tina",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - Bay Ridge,2024-05-30 00:00,2024-05-30 00:00,floral,18.81
"Myers, Gary","Moran, John",gary.myers@abcfoodmart.com,2023-10-13,ABC Foodmart - Staten Island,2023-12-23 00:00,2023-12-23 00:00,deli,15.86
"Tate, Harry","Johnston, William",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Tribeca,2023-02-23 00:00,2023-02-23 00:00,bakery,13.23
"Colon, Lindsey","Williams, Gina",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Staten Island,2023-04-24 00:00,2023-04-24 00:00,customer service,18.01
"Sosa, David","Carter, Karen",david.sosa@abcfoodmart.com,2023-07-27,ABC Foodmart - DUMBO,2023-10-14 00:00,2023-10-14 00:00,customer service,17.12
"Jordan, Carla","Johnston, William",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Whitestone,2024-01-13 00:00,2024-01-13 00:00,deli,12.51
"Brown, Lisa","Ellis, Grant",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Bay Ridge,2022-11-14 00:00,2022-11-14 00:00,customer service,12.59
"Manning, Maria","Moran, John",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Bay Ridge,2023-01-23 00:00,2023-01-23 00:00,meats,18.92
"Foster, Kenneth","Cooper, Robert",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - Bay Ridge,2023-08-11 00:00,2023-08-11 00:00,frozen foods,18.99
"Mckinney, Marcus","David, Mr.",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Tribeca,2023-01-23 00:00,2023-01-23 00:00,floral,19.38
"Durham, Denise","Compton, Jeffrey",denise.durham@abcfoodmart.com,2022-10-24,ABC Foodmart - Bay Ridge,2023-02-02 00:00,2023-02-02 00:00,dry goods,17.69
"Eric, Mr.","Carter, Karen",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Staten Island,2023-01-23 00:00,2023-01-23 00:00,dairy,15.59
"Hernandez, Michael","Waller, Chad",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2022-10-01 00:00,2022-10-01 00:00,frozen foods,14.09
"Dodson, Courtney","Johnston, William",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - DUMBO,2023-06-20 00:00,2023-06-20 00:00,bakery,12.15
"Jacobs, Brenda","Carter, Karen",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Bay Ridge,2024-06-03 00:00,2024-06-03 00:00,customer service,17.33
"Marquez, Jeffrey","David, Mr.",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - DUMBO,2023-07-31 00:00,2023-07-31 00:00,pharmacy,14.81
"Jordan, Carla","Farrell, Christopher",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Whitestone,2024-01-18 00:00,2024-01-18 00:00,deli,17.75
"Jessica, Ms.","Farrell, Christopher",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Tribeca,2022-09-11 00:00,2022-09-11 00:00,meats,19.33
"Ellis, Lauren","Johnston, William",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Tribeca,2023-01-07 00:00,2023-01-07 00:00,frozen foods,16.43
"Werner, Kara","Moran, John",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Whitestone,2023-12-05 00:00,2023-12-05 00:00,seafood,19.33
"Durham, Denise","Williams, Gina",denise.durham@abcfoodmart.com,2022-10-24,ABC Foodmart - Bay Ridge,2023-02-20 00:00,2023-02-20 00:00,bakery,17.11
"Conrad, Frederick","David, Mr.",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - DUMBO,2024-04-07 00:00,2024-04-07 00:00,frozen foods,15.35
"Galvan, Lori","Compton, Jeffrey",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - Staten Island,2022-08-18 00:00,2022-08-18 00:00,pharmacy,17.93
"Hernandez, Michael","David, Mr.",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - DUMBO,2022-10-23 00:00,2022-10-23 00:00,customer service,13.51
"Bradley, Rita","Cooper, Robert",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Staten Island,2024-01-01 00:00,2024-01-01 00:00,bakery,24.97
"Payne, Samantha","Johnston, William",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - Tribeca,2024-07-02 00:00,2024-07-02 00:00,customer service,17.82
"Hayes, Brandon","Flores, Angela",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Whitestone,2022-11-16 00:00,2022-11-16 00:00,meats,16.60
"Campbell, Bethany","Johnston, William",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Whitestone,2023-12-19 00:00,2023-12-19 00:00,fresh produce,19.05
"Colon, Lindsey","Moran, John",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Staten Island,2023-05-10 00:00,2023-05-10 00:00,bakery,17.60
"Foster, Jennifer","Hoffman, Tina",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Staten Island,2023-10-30 00:00,2023-10-30 00:00,cashier,12.07
"Nichols, Mitchell","Johnston, William",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - Whitestone,2023-01-09 00:00,2023-01-09 00:00,dry goods,18.79
"Gross, Andrew","Compton, Jeffrey",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Whitestone,2022-07-27 00:00,2022-07-27 00:00,pharmacy,12.20
"Atkinson, Gary","Waller, Chad",gary.atkinson@abcfoodmart.com,2022-05-24,ABC Foodmart - Bay Ridge,2022-09-25 00:00,2022-09-25 00:00,customer service,15.38
"Payne, Samantha","Williams, Gina",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - Whitestone,2024-07-21 00:00,2024-07-21 00:00,meats,15.16
"Moon, James","Farrell, Christopher",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - Staten Island,2023-11-29 00:00,2023-11-29 00:00,customer service,15.98
"Tate, Harry","Carter, Karen",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Staten Island,2023-03-14 00:00,2023-03-14 00:00,dry goods,17.15
"Harrell, Angie","Farrell, Christopher",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2023-10-08 00:00,2023-10-08 00:00,meats,18.50
"Mckenzie, William","Johnston, William",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - DUMBO,2023-05-07 00:00,2023-05-07 00:00,bakery,12.80
"Campbell, Brittany","Compton, Jeffrey",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Tribeca,2023-09-21 00:00,2023-09-21 00:00,seafood,16.24
"Mckenzie, William","Carter, Karen",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Tribeca,2023-05-29 00:00,2023-05-29 00:00,meats,16.33
"Walls, Kristen","Cooper, Robert",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Staten Island,2023-06-24 00:00,2023-06-24 00:00,floral,12.65
"Moon, James","Johnston, William",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - DUMBO,2023-12-02 00:00,2023-12-02 00:00,dairy,16.88
"Hull, Shane","Williams, Gina",shane.hull@abcfoodmart.com,2024-01-09,ABC Foodmart - Bay Ridge,2024-02-12 00:00,2024-02-12 00:00,fresh produce,17.27
"Brooks, Renee","Carter, Karen",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Staten Island,2024-01-15 00:00,2024-01-15 00:00,customer service,17.32
"Jones, Michael","Hoffman, Tina",michael.jones@abcfoodmart.com,2023-01-19,ABC Foodmart - DUMBO,2023-02-14 00:00,2023-02-14 00:00,customer service,17.57
"Mckenzie, William","Carter, Karen",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - DUMBO,2023-06-15 00:00,2023-06-15 00:00,pharmacy,16.01
